name,lat,lon,default_radius,open,close
MCDONALD,44.2757059,-83.50532330000001,20,0500,2359
MCDONALD,37.79717159999999,-121.1943395,20,0500,2359
MCDONALD,38.87850679999999,-89.39005490000001,20,0500,2359
MCDONALD,42.6096826,-89.3762953,20,0500,2359
MCDONALD,37.0835241,-77.99644599999999,20,0500,2359
MCDONALD,33.6355768,-91.8021536,20,0500,2359
MCDONALD,38.8897873,-89.8342368,20,0500,2359
MCDONALD,36.82528167,-107.9955706,20,0500,2359
MCDONALD,31.09479596,-88.23868655,20,0500,2359
MCDONALD,31.3234055,-95.43651899999999,20,0500,2359
MCDONALD,44.4141145,-84.11566928,20,0500,2359
MCDONALD,33.5578827,-97.8457134,20,0500,2359
MCDONALD,40.3001119,-85.2497927,20,0500,2359
MCDONALD,36.120477,-86.8136059,20,0500,2359
MCDONALD,34.8837107,-92.3832173,20,0500,2359
MCDONALD,39.52260680000001,-83.847144,20,0500,2359
MCDONALD,40.7877665,-80.77511129999999,20,0500,2359
MCDONALD,40.8319471,-80.5392093,20,0500,2359
MCDONALD,44.5698237,-68.7766107,20,0500,2359
MCDONALD,37.552497,-85.7348343,20,0500,2359
MCDONALD,34.7900138,-86.9751558,20,0500,2359
MCDONALD,35.50382069999999,-82.99115139999999,20,0500,2359
MCDONALD,42.1749175,-72.640806,20,0500,2359
MCDONALD,33.72659829999999,-82.71613669999999,20,0500,2359
MCDONALD,35.9067937,-83.8393009,20,0500,2359
MCDONALD,41.50790643,-83.14405181,20,0500,2359
MCDONALD,41.81041299,-77.07887851,20,0500,2359
MCDONALD,43.5956191,-116.5170465,20,0500,2359
MCDONALD,43.69331589999999,-116.3536524,20,0500,2359
MCDONALD,43.6189207,-116.4358802,20,0500,2359
MCDONALD,43.6633898,-116.4110565,20,0500,2359
MCDONALD,40.7796452,-87.7468255,20,0500,2359
MCDONALD,36.25101557,-90.96135325,20,0500,2359
MCDONALD,34.8244484,-89.9821389,20,0500,2359
MCDONALD,36.7980039,-98.6674211,20,0500,2359
MCDONALD,39.2900629,-77.2044748,20,0500,2359
MCDONALD,49.21529249999999,-124.0270865,20,0500,2359
MCDONALD,49.1585944,-123.9338814,20,0500,2359
MCDONALD,49.1829633,-123.9536628,20,0500,2359
MCDONALD,33.1796441,-86.6157442,20,0500,2359
MCDONALD,31.71001069999999,-83.6409499,20,0500,2359
